source,target
SouthamptonUK,BaltimoreMD
BaltimoreMD,SavannahGA
SavannahGA,ManzanilloPanama
ManzanilloPanama,Auckland
Auckland,BrisbaneAU
BrisbaneAU,PortKembla
PortKembla,MelbourneAU
MelbourneAU,Fremantle
Fremantle,Singapore
Singapore,Inchon
Inchon,Masan
Masan,Kobe
Kobe,Nagoya
Nagoya,Yokohama
Yokohama,Hitachinaka
Hitachinaka,TacomaWA
TacomaWA,LongBeach
LongBeach,LazaroCardenasMEX
LazaroCardenasMEX,ManzanilloPanama
ManzanilloPanama,BrunswickGA
BrunswickGA,SavannahGA
SavannahGA,NorfolkVA
BaltimoreMD,NewarkNJ
NewarkNJ,Zeebrugge
Zeebrugge,Bremerhaven
Qingdao,Shanghai
Ningbo,LosAngelesCA
LosAngelesCA,OaklandCA
OaklandCA,Tokyo
Tokyo,Qingdao
Singapore,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,HongKong
HongKong,ShekouShenzhenChiwan
ShekouShenzhenChiwan,Ningbo
Ningbo,Shanghai
Shanghai,Busan
Busan,HoustonTX
HoustonTX,MobileAL
MobileAL,NewOrleansLA
NewOrleansLA,TampaFL
TampaFL,MiamiFL
MiamiFL,Singapore
DubaiJebelAli,PortQasim
PortQasim,Karachi
Karachi,Gwadar
Gwadar,DubaiJebelAli
DubaiJebelAli,Sharjah
Sharjah,AbuDhabi
AbuDhabi,DubaiJebelAli
Castellon,GenoaIT
GenoaIT,NaplesIT
NaplesIT,PortSaidEgypt
PortSaidEgypt,Aqaba
Djibouti,MisurataLibya
MisurataLibya,Castellon
AlexandriaEgypt,Mersin
Mersin,Haifa
Haifa,GenoaIT
GenoaIT,MarseillesFosFos
MarseillesFosFos,Barcelona
Barcelona,Valencia
Valencia,CasablancaMorocco
CasablancaMorocco,Algeciras
Algeciras,AlexandriaEgypt
Algeciras,Cotonou
Cotonou,Onne
Onne,Takoradi
Takoradi,Algeciras
PortEvergladesFL,StMaartenPhilipsburg
StMaartenPhilipsburg,BasseterreStKitts
BasseterreStKitts,CastriesStLucia
CastriesStLucia,RoseauDominica
RoseauDominica,BridgetownBarbados
BridgetownBarbados,KingstownStVincent
KingstownStVincent,StGeorgesGrenada
StGeorgesGrenada,PortofSpainTrinidad
PortofSpainTrinidad,RioHaina
RioHaina,PortEvergladesFL
RioHaina,Barranquilla
Barranquilla,CartagenaColombia
CartagenaColombia,PortEvergladesFL
NewYorkNYNJ,HamiltonBermuda
HamiltonBermuda,NewYorkNYNJ
SantaMarta,MoinBay
MoinBay,WilmingtonDE
WilmingtonDE,SantaMarta
PortEvergladesFL,SanAndresIsland
SanAndresIsland,PortEvergladesFL
HoustonTX,NewOrleansLA
NewOrleansLA,PuertoBarrios
PuertoBarrios,PuertoCortes
PuertoCortes,CartagenaColombia
CartagenaColombia,ManzanilloPanama
ManzanilloPanama,CristobalPanama
CristobalPanama,PuertoCortes
PuertoCortes,PuertoBarrios
PuertoBarrios,HoustonTX
PalmBeachFL,Providenciales
Providenciales,PalmBeachFL
DunkirkFR,LondonGateway
LondonGateway,Zeebrugge
Zeebrugge,LeHavre
LeHavre,Montoir
Montoir,PointeaPitreGuadeloupe
PointeaPitreGuadeloupe,FortdeFranceMartinique
FortdeFranceMartinique,KingstonJM
KingstonJM,ManzanilloPanama
ManzanilloPanama,MoinBay
MoinBay,CartagenaColombia
CartagenaColombia,FortdeFranceMartinique
FortdeFranceMartinique,PointeaPitreGuadeloupe
PointeaPitreGuadeloupe,DunkirkFR
SouthamptonUK,BristolUK
BristolUK,ManzanilloPanama
ManzanilloPanama,PortHuenemeCA
PortHuenemeCA,TacomaWA
GothenburgSweden,Hamburg
Antwerp,LiverpoolUK
LiverpoolUK,HalifaxNovaScotia
HalifaxNovaScotia,NewYorkNYNJ
NewYorkNYNJ,NewarkNJ
NewarkNJ,BaltimoreMD
BaltimoreMD,NorfolkVA
NorfolkVA,NewarkNJ
NewarkNJ,NewYorkNYNJ
NewYorkNYNJ,HalifaxNovaScotia
HalifaxNovaScotia,GothenburgSweden
Bremerhaven,Felixstowe
LeHavre,NewYorkNYNJ
NorfolkVA,SavannahGA
NewYorkNYNJ,Bremerhaven
SouthamptonUK,Antwerp
Antwerp,Rotterdam
Rotterdam,Bremerhaven
Bremerhaven,LeHavre
SavannahGA,CharlestonSC
CharlestonSC,SouthamptonUK
Ningbo,ShekouShenzhenChiwan
Colombo,Mombasa
Mombasa,Colombo
TanjungPelepas,Singapore
Singapore,PortLouis
PortLouis,Durban
Durban,DubaiJebelAli
DubaiJebelAli,Mundra
Mundra,MumbaiNhavaSheva
MumbaiNhavaSheva,HaziraGujarat
HaziraGujarat,MumbaiNhavaSheva
HaziraGujarat,Colombo
XingangTianjin,Dalian
Dalian,Qingdao
Ningbo,Singapore
Singapore,Piraeus
Piraeus,Rotterdam
Rotterdam,Hamburg
Rotterdam,Shanghai
Shanghai,XingangTianjin
Qingdao,Ningbo
Ningbo,Nansha
Nansha,Singapore
Singapore,DubaiJebelAli
AbuDhabi,Dammam
Dammam,AbuDhabi
AbuDhabi,PortKelang
PortKelang,Qingdao
Busan,Shanghai
Ningbo,HongKong
Singapore,Itajai
Itajai,Santos
Santos,Itajai
Itajai,BuenosAires
BuenosAires,Montevideo
Montevideo,Itajai
Itajai,Paranagua
Paranagua,Santos
Santos,Singapore
HongKong,Busan
NewOrleansLA,HoustonTX
HoustonTX,FreeportTX
FreeportTX,VeracruzMEX
VeracruzMEX,KingstonJM
KingstonJM,CartagenaColombia
ManzanilloPanama,Manaus
Manaus,Vitoria
Vitoria,Santos
Paranagua,Sepetiba
Sepetiba,Salvador
Salvador,CartagenaColombia
CartagenaColombia,KingstonJM
KingstonJM,NewOrleansLA
Algeciras,MaltaMarsaxlokk
MaltaMarsaxlokk,Leghorn
Leghorn,GenoaIT
GenoaIT,Leghorn
GenoaIT,MarseillesFosMars
MarseillesFosMars,Barcelona
Barcelona,MarseillesFosMars
Valencia,PointeaPitreGuadeloupe
FortdeFranceMartinique,CaucedoDomRep
CaucedoDomRep,CartagenaColombia
KingstonJM,HoustonTX
HoustonTX,VeracruzMEX
VeracruzMEX,ManzanilloPanama
CartagenaColombia,MoinBay
MoinBay,Algeciras
DubaiJebelAli,Hamad
Dammam,Hamad
Dammam,Jubail
Jubail,DubaiJebelAli
Karachi,DubaiJebelAli
Valencia,Barcelona
Barcelona,Algeciras
Algeciras,TangerMorocco
TangerMorocco,CasablancaMorocco
CasablancaMorocco,TangerMorocco
CasablancaMorocco,Vigo
Vigo,Leixoes
Leixoes,Vigo
Leixoes,LisbonPT
LisbonPT,TangerMorocco
Algeciras,Valencia
Busan,LongBeach
LongBeach,Busan
Busan,Ningbo
DublinEire,LiverpoolUK
LiverpoolUK,Leixoes
Leixoes,Castellon
Castellon,Salerno
Salerno,Piraeus
Piraeus,Limassol
Limassol,Ashdod
Ashdod,Haifa
Haifa,Mersin
Mersin,Salerno
Salerno,Castellon
Castellon,Leixoes
Leixoes,DublinEire
Balboa,Guayaquil
Guayaquil,ManzanilloPanama
ManzanilloPanama,SantaMarta
SantaMarta,SouthamptonUK
Bremerhaven,VeracruzMEX
VeracruzMEX,AltamiraMEX
AltamiraMEX,VeracruzMEX
AltamiraMEX,ProgresoMEX
ProgresoMEX,MoinBay
MoinBay,ManzanilloPanama
ManzanilloPanama,Balboa
MiamiFL,StMaartenPhilipsburg
StMaartenPhilipsburg,StJohnsAntigua
StJohnsAntigua,StMaartenPhilipsburg
StJohnsAntigua,PointLisasTrinidad
PointLisasTrinidad,BridgetownBarbados
BridgetownBarbados,PointLisasTrinidad
PointLisasTrinidad,KingstonJM
KingstonJM,MiamiFL
JacksonvilleFL,NassauBahamas
NassauBahamas,FreeportBahamas
FreeportBahamas,JacksonvilleFL
PortEvergladesFL,GulfportMS
GulfportMS,FreeportTX
FreeportTX,PuertoCortes
PuertoBarrios,MoinBay
ManzanilloPanama,PuertoBarrios
PuertoCortes,PortEvergladesFL
MiamiFL,PuertoCortes
PuertoCortes,SantoTomasdeCastilla
SantoTomasdeCastilla,MiamiFL
HoustonTX,Guayaquil
Guayaquil,Callao
Callao,Matarani
Matarani,Antofagasta
Antwerp,SouthamptonUK
SouthamptonUK,Tilbury
Tilbury,Teesport
Teesport,Bremerhaven
Bremerhaven,DaresSalaam
DaresSalaam,Mombasa
Mombasa,TamataveToamasinaMalagasay
TamataveToamasinaMalagasay,Pyongtaek
SouthamptonUK,PortElizabethZA
PortElizabethZA,EastLondon
EastLondon,Durban
Durban,Fremantle
Fremantle,MelbourneAU
MelbourneAU,PortKembla
PortKembla,BrisbaneAU
Rotterdam,Antwerp
Antwerp,CaucedoDomRep
CartagenaColombia,CristobalPanama
CristobalPanama,Rodman
Rodman,Buenaventura
Buenaventura,Callao
Callao,Valparaiso
Valparaiso,Coronel
Coronel,Valparaiso
Valparaiso,Callao
Callao,Rodman
Rodman,CristobalPanama
CristobalPanama,Rotterdam
Bremerhaven,NorfolkVA
NorfolkVA,CharlestonSC
CharlestonSC,HoustonTX
HoustonTX,NorfolkVA
NorfolkVA,Antwerp
CartagenaColombia,Paita
Paita,PuertodePosorja
PuertodePosorja,Guayaquil
Guayaquil,Buenaventura
Buenaventura,CartagenaColombia
Kawasaki,Kobe
Kobe,ShimonosekiChofu
ShimonosekiChofu,XingangTianjin
XingangTianjin,Shanghai
Shanghai,Singapore
Singapore,Mombasa
Mombasa,DaresSalaam
DaresSalaam,Maputo
Maputo,Durban
Durban,Singapore
Singapore,Hitachinaka
TanjungPelepas,PortdePointedesGalets
PortdePointedesGalets,Maputo
Maputo,Beira
Beira,Nacala
Nacala,PortLouis
PortLouis,Singapore
Busan,CartagenaColombia
CartagenaColombia,NewYorkNYNJ
NorfolkVA,WilmingtonNC
WilmingtonNC,SavannahGA
CharlestonSC,CartagenaColombia
CartagenaColombia,Busan
Busan,Qingdao
Kaohsiung,YantianShenzhen
YantianShenzhen,Shanghai
Busan,CristobalPanama
CristobalPanama,SavannahGA
CharlestonSC,NewYorkNYNJ
NewYorkNYNJ,Singapore
Singapore,Xiamen
Shanghai,Xiamen
HongKong,Ningbo
Ningbo,Busan
Busan,ManzanilloMEX
ManzanilloMEX,LazaroCardenasMEX
LazaroCardenasMEX,Rodman
Callao,SanAntonioCL
SanAntonioCL,Coronel
Coronel,Lirquen
Lirquen,SanAntonioCL
SanAntonioCL,Mejillones
Mejillones,Callao
Callao,ManzanilloMEX
ManzanilloMEX,Yokohama
Yokohama,Busan
Dalian,XingangTianjin
XingangTianjin,Qingdao
Qingdao,Busan
Busan,Gwangyang
Gwangyang,Ningbo
TanjungPelepas,Colombo
Colombo,MumbaiNhavaSheva
MumbaiNhavaSheva,Pipavav
Pipavav,Singapore
Singapore,Dalian
Singapore,Colombo
MumbaiNhavaSheva,DubaiJebelAli
Dammam,UmmQasr
UmmQasr,Qingdao
HongKong,Kaohsiung
Kaohsiung,Singapore
MumbaiNhavaSheva,PortKelang
Singapore,ShekouShenzhenChiwan
Shanghai,Nansha
Nansha,YantianShenzhen
YantianShenzhen,TanjungPelepas
Colombo,TangerMorocco
TangerMorocco,Felixstowe
Felixstowe,Hamburg
Antwerp,LondonGateway
LondonGateway,LeHavre
LeHavre,TangerMorocco
TangerMorocco,Salalah
Salalah,AbuDhabi
DubaiJebelAli,Ningbo
TanjungPelepas,Chittagong
Chittagong,Mongla
Mongla,TanjungPelepas
LondonGateway,Rotterdam
LeHavre,MarseillesFosFos
MarseillesFosFos,LaSpezia
LaSpezia,GioiaTauro
GioiaTauro,MaltaMarsaxlokk
MaltaMarsaxlokk,PortdePointedesGalets
PortdePointedesGalets,SydneyAU
SydneyAU,MelbourneAU
MelbourneAU,Adelaide
Adelaide,Fremantle
Colombo,MaltaMarsaxlokk
MaltaMarsaxlokk,GioiaTauro
GioiaTauro,Valencia
Valencia,LondonGateway
Singapore,Jeddah
Jeddah,DamiettaEgypt
DamiettaEgypt,Barcelona
Valencia,TangerMorocco
TangerMorocco,GenoaIT
GenoaIT,DamiettaEgypt
DamiettaEgypt,Jeddah
Jeddah,Singapore
HongKong,Qingdao
Xiamen,Nansha
Nansha,HongKong
YantianShenzhen,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,PortKelang
PortKelang,Piraeus
Piraeus,Hamburg
Hamburg,Rotterdam
Rotterdam,Zeebrugge
Zeebrugge,Felixstowe
Felixstowe,Zeebrugge
Felixstowe,Singapore
HongKong,Xiamen
Qingdao,Gwangyang
Shanghai,YantianShenzhen
TanjungPelepas,Algeciras
Algeciras,Bremerhaven
Bremerhaven,GdanskPoland
GdanskPoland,Bremerhaven
Bremerhaven,Rotterdam
Rotterdam,TanjungPelepas
TanjungPelepas,Shanghai
LianyungangJiangsu,Qingdao
Shanghai,HongKong
Jubail,AbuDhabi
AbuDhabi,Singapore
Singapore,Nansha
Nansha,LianyungangJiangsu
Busan,Yokohama
Yokohama,PrinceRupertBC
PrinceRupertBC,VancouverBC
VancouverBC,Nansha
Busan,PrinceRupertBC
PrinceRupertBC,TacomaWA
TacomaWA,VancouverBC
VancouverBC,Busan
Gwangyang,Qingdao
Busan,LosAngelesCA
OaklandCA,Yokohama
Yokohama,NahaOkinawaIs
NahaOkinawaIs,Busan
Xiamen,HongKong
YantianShenzhen,LosAngelesCA
OaklandCA,Taipei
Busan,NewYorkNYNJ
SavannahGA,Qingdao
CaiMepnearHoChiMinh,Nansha
HongKong,Nansha
Kaohsiung,LongBeach
LongBeach,Kaohsiung
Kaohsiung,CaiMepnearHoChiMinh
DaChanBayShenzhen,YantianShenzhen
LosAngelesCA,DaChanBayShenzhen
Hamburg,LeHavre
LeHavre,Singapore
Singapore,Kobe
Nagoya,Tokyo
Tokyo,LosAngelesCA
Tokyo,Shimizu
Shimizu,Kobe
Tokyo,Singapore
Singapore,Rotterdam
LaemChabangThailand,CaiMepnearHoChiMinh
CaiMepnearHoChiMinh,Haiphong
Haiphong,YantianShenzhen
YantianShenzhen,TacomaWA
VancouverBC,Tokyo
Tokyo,Kobe
Kobe,Singapore
XingangTianjin,Busan
TanjungPelepas,Rotterdam
Bremerhaven,GothenburgSweden
GothenburgSweden,AarhusDenmark
AarhusDenmark,Bremerhaven
Bremerhaven,Wilhelmshaven
Wilhelmshaven,TangerMorocco
TangerMorocco,Singapore
Shanghai,Dalian
Ningbo,YantianShenzhen
Kaohsiung,Guam
Guam,Saipan
Saipan,Yap
Yap,Koror
Koror,HongKong
Jakarta,PortKelang
Singapore,BrisbaneAU
BrisbaneAU,SydneyAU
Adelaide,Jakarta
YantianShenzhen,HongKong
HongKong,Singapore
Singapore,RiodeJaneiro
RiodeJaneiro,Santos
Santos,Paranagua
Paranagua,NavegantesnearItajai
NavegantesnearItajai,Montevideo
Montevideo,BuenosAires
BuenosAires,RioGrandeBR
RioGrandeBR,NavegantesnearItajai
NavegantesnearItajai,Paranagua
HongKong,Shanghai
AbuDhabi,Karachi
Karachi,MumbaiNhavaSheva
MumbaiNhavaSheva,Mundra
Mundra,Jeddah
Jeddah,TangerMorocco
TangerMorocco,Rotterdam
Hamburg,LondonGateway
LondonGateway,Antwerp
TangerMorocco,Jeddah
Jeddah,DubaiJebelAli
Mundra,DubaiJebelAli
DubaiJebelAli,Mombasa
DaresSalaam,MumbaiNhavaSheva
AbuDhabi,Mundra
Mundra,HaziraGujarat
Algeciras,MarseillesFosMars
TangerMorocco,Algeciras
Algeciras,TenerifeCanIs
TenerifeCanIs,LagosTinCanIsland
LagosTinCanIsland,Tema
Tema,Cotonou
Cotonou,LagosTinCanIsland
LagosTinCanIsland,Apapa
Apapa,Tema
Tema,TangerMorocco
Algeciras,Freetown
Freetown,MonroviaLR
MonroviaLR,Banjul
Banjul,CasablancaMorocco
Antwerp,DunkirkFR
DunkirkFR,Leixoes
TangerMorocco,Dakar
Dakar,Nouakchott
Nouakchott,TangerMorocco
TangerMorocco,Leixoes
Leixoes,Antwerp
DunkirkFR,LisbonPT
Algeciras,Leixoes
LisbonPT,PraiaCapeVerdeIs
PraiaCapeVerdeIs,StVincenteCapeVerdeIs
StVincenteCapeVerdeIs,Algeciras
Tarragona,Barcelona
Valencia,LasPalmasCanIs
ArrecifeCanIs,PuertodelRosarioCanIs
PuertodelRosarioCanIs,Cadiz
Cadiz,Valencia
Valencia,Tarragona
GioiaTauro,NaplesIT
NaplesIT,LaSpezia
LaSpezia,Barcelona
Valencia,Algeciras
Algeciras,Sines
Sines,FreeportBahamas
FreeportBahamas,MiamiFL
MiamiFL,VeracruzMEX
AltamiraMEX,HoustonTX
NewOrleansLA,MiamiFL
MiamiFL,FreeportBahamas
FreeportBahamas,Sines
Sines,Algeciras
Algeciras,Barcelona
Barcelona,GioiaTauro
GioiaTauro,Civitavecchia
Civitavecchia,LaSpezia
LaSpezia,Valencia
Valencia,Sines
Sines,CristobalPanama
Rodman,ManzanilloMEX
ManzanilloMEX,LongBeach
LongBeach,OaklandCA
OaklandCA,VancouverBC
SeattleWA,OaklandCA
OaklandCA,LongBeach
LongBeach,EnsenadaMEX
EnsenadaMEX,ManzanilloMEX
ManzanilloMEX,Rodman
CristobalPanama,Valencia
Valencia,GioiaTauro
Izmir,GebzeIstanbul
GebzeIstanbul,GemlikIstanbul
GemlikIstanbul,Tekirdag
Tekirdag,MarseillesFosFos
Sines,LiverpoolUK
LiverpoolUK,MontrealQuebec
MontrealQuebec,LiverpoolUK
LiverpoolUK,Valencia
Barcelona,Izmir
GioiaTauro,Leghorn
GenoaIT,Valencia
Sines,MontrealQuebec
MontrealQuebec,GioiaTauro
LeHavre,Limassol
Haifa,Ashdod
Ashdod,Valencia
Valencia,Felixstowe
Antwerp,Valencia
Valencia,Beirut
Beirut,ElDekheilaEgypt
ElDekheilaEgypt,Mersin
Mersin,Iskenderun
Iskenderun,Mersin
Iskenderun,NaplesIT
LaSpezia,Rotterdam
Tilbury,Rotterdam
Rotterdam,Tilbury
Tilbury,TenerifeCanIs
TenerifeCanIs,LasPalmasCanIs
LasPalmasCanIs,CasablancaMorocco
CasablancaMorocco,Gibraltar
Gibraltar,CartagenaSpain
CartagenaSpain,Algeciras
Algeciras,Huelva
Huelva,Ferrol
Ferrol,Tilbury
Guayaquil,PuertoBolivarEC
PuertoBolivarEC,Balboa
Balboa,PuertoCaldera
PuertoQuetzal,PortHuenemeCA
PortHuenemeCA,OaklandCA
OaklandCA,LosAngelesCA
LosAngelesCA,ManzanilloMEX
LazaroCardenasMEX,ManzanilloMEX
LazaroCardenasMEX,PuertoQuetzal
PuertoQuetzal,Balboa
PalmBeachFL,StCroixVI
StCroixVI,AnguillaAI
AnguillaAI,BridgetownBarbados
BridgetownBarbados,StBarthelemy
StBarthelemy,BridgetownBarbados
BridgetownBarbados,CastriesStLucia
CastriesStLucia,VieuxFortStLucia
VieuxFortStLucia,PointLisasTrinidad
PointLisasTrinidad,VieuxFortStLucia
PointLisasTrinidad,GeorgetownGuyana
GeorgetownGuyana,StGeorgesGrenada
StGeorgesGrenada,PalmBeachFL
PortEvergladesFL,NassauBahamas
NassauBahamas,KingstonJM
KingstonJM,PortauPrince
PortauPrince,SantoDomingo
SantoDomingo,CartagenaColombia
ManzanilloPanama,SantoTomasdeCastilla
SantoTomasdeCastilla,PortEvergladesFL
Bremerhaven,BostonMA
BostonMA,PhiladelphiaPA
PhiladelphiaPA,FreeportBahamas
FreeportBahamas,Guayaquil
PuertoBolivarEC,Guayaquil
Guayaquil,Paita
Paita,Antwerp
FernandinaBeachFL,HamiltonBermuda
HamiltonBermuda,FernandinaBeachFL
JacksonvilleFL,SanJuanPR
SanJuanPR,JacksonvilleFL
PortEvergladesFL,MoinBay
MoinBay,PuertoLimon
PuertoLimon,ManzanilloPanama
ManzanilloPanama,PuertoLimon
PuertoLimon,PortEvergladesFL
PortEvergladesFL,SantoTomasdeCastilla
SantoTomasdeCastilla,PuertoCortes
LeHavre,Antwerp
Bremerhaven,CharlestonSC
CharlestonSC,MiamiFL
NewOrleansLA,LeHavre
SeattleWA,Honolulu
Honolulu,SeattleWA
LongBeach,Honolulu
Honolulu,OaklandCA
SanDiegoCA,Honolulu
Honolulu,Kahului
Kahului,HiloHI
HiloHI,SanDiegoCA
Honolulu,LongBeach
CasablancaMorocco,AgadirMorocco
AgadirMorocco,LondonGateway
FigueiradaFoz,Leixoes
LisbonPT,Sines
Sines,CasablancaMorocco
CasablancaMorocco,FigueiradaFoz
Antwerp,Hull
Hull,GeorgetownGuyana
GeorgetownGuyana,Paramaribo
Paramaribo,PointLisasTrinidad
PointLisasTrinidad,Matanzas
Matanzas,GeorgetownGuyana
Paramaribo,Rotterdam
DoverUK,Flushing
Flushing,Paramaribo
Paramaribo,GeorgetownGuyana
GeorgetownGuyana,PuertoBolivarEC
Paita,DoverUK
LeHavre,VeracruzMEX
NewOrleansLA,LondonGateway
Hamburg,MontrealQuebec
MontrealQuebec,SouthamptonUK
SouthamptonUK,CorkEire
CorkEire,ChesterPA
ChesterPA,WilmingtonNC
WilmingtonNC,Antwerp
ReykjavikIceland,ArgentiaNewfoundland
ArgentiaNewfoundland,HalifaxNovaScotia
HalifaxNovaScotia,PortlandME
PortlandME,ArgentiaNewfoundland
ArgentiaNewfoundland,ReykjavikIceland
ReykjavikIceland,Saudarkrokur
Saudarkrokur,AkureyriIceland
AkureyriIceland,Husavik
Husavik,IsafjordurIceland
Nansha,TanjungPelepas
Singapore,CapeTown
CapeTown,PointeNoire
Luanda,CapeTown
CapeTown,PortKelang
Singapore,Qingdao
ShekouShenzhenChiwan,Nansha
Singapore,Apapa
Apapa,Cotonou
Cotonou,Abidjan
Abidjan,Lome
Lome,Colombo
Nansha,ShekouShenzhenChiwan
Ningbo,Xiamen
Singapore,Lome
Lome,LagosTinCanIsland
LagosTinCanIsland,Cotonou
Cotonou,Tema
Tema,Colombo
Colombo,Lome
Lome,Tema
Tema,Durban
Durban,PortLouis
PortLouis,Colombo
Singapore,XingangTianjin
TanjungPelepas,Mombasa
Mombasa,TanjungPelepas
DaresSalaam,Singapore
Nansha,Dalian
ShekouShenzhenChiwan,TanjungPelepas
TanjungPelepas,PortLouis
Durban,NgquraCoega
NgquraCoega,TanjungPelepas
TanjungPelepas,HongKong
Singapore,Durban
Shanghai,Qingdao
PortLouis,PortReunion
PortReunion,TamataveToamasinaMalagasay
TamataveToamasinaMalagasay,Maputo
Beira,PortKelang
Yokohama,EnsenadaMEX
ManzanilloMEX,PuertoQuetzal
PuertoQuetzal,Rodman
Callao,Guayaquil
Buenaventura,Rodman
Rodman,LazaroCardenasMEX
ManzanilloMEX,EnsenadaMEX
EnsenadaMEX,Yokohama
Shanghai,Chittagong
Chittagong,Singapore
Singapore,Ningbo
Shanghai,TanjungPelepas
Chittagong,PortKelang
PortKelang,TanjungPelepas
TanjungPelepas,HoChiMinhVICTCatLai
HoChiMinhVICTCatLai,Ningbo
Qingdao,Kaohsiung
PortKelang,MumbaiNhavaSheva
Ningbo,DaChanBayShenzhen
DaChanBayShenzhen,PortKelang
Singapore,Haiphong
Haiphong,Qingdao
Gwangyang,Shanghai
ShekouShenzhenChiwan,Kaohsiung
Kattupalli,MumbaiNhavaSheva
HaziraGujarat,Mundra
Mundra,Karachi
Karachi,PortKelang
Singapore,DaChanBayShenzhen
DaChanBayShenzhen,Kaohsiung
Kaohsiung,Busan
Gwangyang,Busan
PortKelang,HongKong
Singapore,Karachi
Mundra,PortKelang
Pipavav,Colombo
Haiphong,LosAngelesCA
OaklandCA,Busan
PortKelang,ChennaiMadras
Kattupalli,PortKelang
Haiphong,Shanghai
YantianShenzhen,Singapore
Colombo,Salalah
Salalah,NewYorkNYNJ
SavannahGA,FreeportBahamas
FreeportBahamas,TanjungPelepas
TanjungPelepas,YantianShenzhen
CaiMepnearHoChiMinh,Singapore
Colombo,HalifaxNovaScotia
CharlestonSC,PortKelang
CaiMepnearHoChiMinh,YantianShenzhen
